Hospital Id,Hospital Name,Address,Pin Code,PhONE NO
HOS-BLR-6330,Life Care Hospital,"No.23/24, 20Th Main, Btm 1St Stage, Om Complex",560028,080-32550276
HOS-BLR-6471,Life Line Hospital,"#2, G.N. Complex, Tumkur Road, Madanayakanahalli",562123,080-23717881
HOS-BLR-6475,Sri Vinayaka Multi Speciality Hospital & Trauma Centre,"Mylanhalli, B.K. Halli Post, Behind Bengaluru International Airport, Jala Hobli, Bangalore North",562149,080-22796180
HOS-BLR-6469,Belaku Eye Hospitals Pvt Ltd,"#769, 1St Cross, Ring Road, Kengeri Upanagar, -Kengeri Upanagara",560060,080-65707056
HOS-BLR-6567,Zion Hospitals And Research Centre Pvt Ltd.,"#83/1, KAMMANAHALLI MAIN ROAD, BEHIND DOCTOR DIAGNOSTIC",560084,080-43518000
HOS-BLR-6559,Vijayashree Hospitals,"#3, Gottigere, Bannerghatta Main Road, (Opp. To Divyasree Medicals)",560083,080-49068888
HOS-BLR-6546,Bilva Hospital,"No. 21, 22, 2Nd Main Palace Guttahalli, -, Near Vinayaka Circle",560003,080-26444456
HOS-BLR-6618,Medi-Derma Hospital,"85, Byrathi, Hennur Main Road",560077,080-28465644
HOS-BLR-6620,Veena Medical Centre,"# 11, 1St Cross, 7Th Main, 2Nd Stage, ""D""Block, Bangalore",560010,080-23428944
HOS-BLR-6570,Sanjeevani Netralaya & Medical Research Centre,"No. 141, Infantry Road, -, Opp. The Hindu, Near Incomtax Office",560001,080-41204067
HOS-BLR-6630,Sakhii Hospital (A Unit Of Prasad Healthcare Services).,"123, 7Th Cross, Dollars Colony, Bilekhalli, Off Bannerghatta Road, -, Near Vegacity Mall",560076,080-65330026
HOS-BLR-6628,Sri Sai Health Care Speciality Hospital,"Bidarahalli Circle, East-, Near East Point College, Bidarahalli",560049,080-28472466
HOS-BLR-6636,Medihope Super Speciality Hospital And Research Centre Pvt Ltd.,"# 114/1, Malleshpalya Main Road, New Thippasandra Post, Malleshpalya, -, Between Malleshpalya Old And New Main Bustop",560075,080-67611006
HOS-BLR-6333,Namratha Orthopaedic Centre,"146 Nikitha East End 'C' Main Road, 9Th Block Jayangar",560069,080-26643970
HOS-BLR-6021,Sree Tirumala Hospital,# 1141 Mangammanapalya Main Road Bommanahalli 68,500068,080-25920574
HOS-BLR-6646,Sannati Speciality Hospital,"#260, Amarjyothi Layout, Inner Ring Road, Domlur Extn",560071,080-41123833
HOS-BLR-6690,Narayana Super Speciality Hospital,"No 24, 9Th Cross, Margosa Road, Malleswaram",560003,080-23084000
HOS-BLR-6693,Apollo Koramangla Cradle Limited,"No.58, 5Th Cross, 18Th Main Koramangla, 6Th Block",560095,080-49397979
HOS-BLR-6687,Panacea Hospital-Nagarbhavi (A Unit Of Pan Nagarbhavi Hospital Pvt. Ltd.),"#611, 612, Nagarbhavi Main Road, 2Nd Stage, Vinayaka Layout, Nagarbhavi Circle",560072,080-23011600
HOS-BLR-6641,Kids Clinic India Pvt. Ltd. (Cloudnine) Malleshwaram,"#47, 17Th Cross. 11Th Main, Malleshwaram",560055,080-40202222
HOS-BLR-6706,K.R. Puram Super Speciality Hospital,"3Rd Main Road, Old Extension , K.R. Puram",560036,080-25619999
HOS-BLR-6724,Vasan Eye Care Hospital-Hsr Layout (A Unit Of Vasan Health Care Private Limited.),"1127/A, 7Th Sector, Near Bda Complex, Hsr Layout, Bangalore - 560102, Karnataka",560102,080-39207900
HOS-BLR-6140,Vasan Eye Care Hospital-Rajarajeshwari Nagar,"No 483,  Seetha Complex,16Th Cross 18Th Main, Rajarajeshwari Nagar, Bangalore - 560098, Karnataka",560098,080-39890300
HOS-BLR-6753,Medic Star Hospital,"#17/1, Arunachalam Mudaliar Road, Shivaji Nagar, Bangalur",560001,"080-25566600, 25566601"
HOS-BLR-6773,Apollo Koramangala Cradle Limited,"#25. 46Th Cross, 5Th Block, Jayanagar",560011,"080-42659939, 49397979"
HOS-BLR-6731,Vasan Eye Care Hospital-Rt Nagar,"No.533, 108 Bus Stop,Vijaylakshmi Arcade,Ganganagar ( R.T.Nagar ) Bangalore - 560032, Karnataka",560032,080-39207950
HOS-BLR-6732,Vasan Eye Care Hospital-Bommanahalli,"No.43, Sri Maruthi Comlpex, Garveybhavi Palya, Hongasandra Village, Begur Hobli, Hosur Main Road, Bangalore - 560068, Karnataka",560068,080-39890950
HOS-BLR-6700,Essential Hospital,"#42, 7Th Block, 2Nd Stage Nagarabhavi Ring Road",560072,080-23210410
HOS-BLR-6712,Rangadore Memorial Hospital,"1St Cross, Shankarpuram, Basavanagudi",560004,080-26983300
HOS-BLR-7429,Blossom Multispeciality Hospitals And Day Care Centre Pvt Ltd,"#1141, Bms Plaza, Mangaman Palya Main Road",560068,080-25744441
HOS-BLR-7396,Punya Hospitals India Pvt Ltd,"52-53/10, 80Feet Road, Mig Colony, Basaveshwarnagar",560079,080-42060402
HOS-BLR-6843,Sanjeevini Medlife Hospital (I) Pvt. Ltd.,"#760, 7Th Main, Mahalakshmi Layout",560086,080-39213100
HOS-BLR-7219,Gunasheela Surgical And Maternity Hospital,"No.1/B, Dewan. N. Madhav Rao Road. Balgalore, Opposite Krishna Rao Park",560004,080-26673585
HOS-BLR-7245,Sri Shankara Cancer Hospital And Research Centre.,"1St Cross, Shankarapuram, Basavanagudi, Near Shankarmutt",560004,080-26981046
HOS-BLR-7230,Primus Hospitals,"11/A, Hsr Layout, Sector-6, Outer Ring Road",560102,080-25722572
HOS-BLR-7226,Columbia Clinic Doddaballapur,"Bashettihalli, Rular, Doddaballapur",561203,08119-300300
HOS-BLR-6952,Jeevika Hospitals Pvt Ltd,"# 95/3, Marathalli Outer Ring Road, Doddanekundi Post",560037,080-30766768
HOS-BLR-7229,Kims Heart Centre,"K.R Road, V.V Puram",560004,080-26609652
HOS-BLR-6734,Vasan Eye Care Hosptial-Marathalli,"No:205/5-D,Outer Ring Road,Doddanekundi,Marathahalli,Bangalore - 560037, Karnataka",560037,080-39890700
HOS-BLR-6803,Apollo Speciality Hospital (Apollo Hospital Enterprise Ltd.),"No. 21/2 (2), 14Th Cross, 3Rd Block, Jayanagar, Bangalore, Karnataka",560011,080-30804444
HOS-BLR-6584,G.B.Y. Maternity & Multi Speciality Hospital,"#1869, 13Th Cross, 5Th Main Road, R.P.C. Layout, 2Nd Stg, Bengaluru",560040,080-23385994
HOS-BLR-22,Drs 7 Maiya Multi Speciality Hospital Llp,"34, 10Th Main Road, 1St Block, Jayanagar",560011,"080-26568978,979,980"
HOS-BLR-256,Netradhama Eye Clinic & Surgical Centre,"#818, 13Th Cross7Th Block West, Jayanagar",560082,"080-26633533,26633609"
HOS-BLR-4654,Srinivasa Nursing Home & Maternity Centre,"# 5, Jeevan Bheema Nagar Hal 3Rd Stage",560075,080-2581749
HOS-BLR-4865,Bharathy Hospital,"#4, Nagarabhavi Main Road, Prashanth Nagar",560079,"080-23489238,23485759"
HOS-BLR-6022,Abhishek Nethradhama,"Mosque Complex, Opp Rajkamar Talkies, Fort Road",561203,080-40933219
HOS-BLR-6027,Dr.Agarwal'S Healthcare Ltd,#590 Service Road Of Sarjapur Road 3Rd Block Kormangala,560034,080-25504555
HOS-BLR-6028,Dr Agarwal'S Healthcare Ltd.,"Kade, Complex No 869, 2Nd Stage, Wcr 3Rd Stage, Basaveshwaranagar",560079,080-23232399
HOS-BLR-6055,Vasan Eye Care Hospital-Banaswadi,"No 205-4C,4Th Cross, 3Rd Block, Hrbr Layout, Near Hennur Bus Depot, Banaswadi, Bangalore - 560043, Karnataka",560043,080-39890600
HOS-BLR-6063,Apple Hospital,#32 Maruthi Complex M S Nagar Bus Stop Banaswadi Main Road,560033,0484-2360798
HOS-BLR-6160,Nephrolife Care India Pvt Ltd,No 2 Setleer Street Shanthingar,560027,080-40579900
HOS-BLR-761,Mediscope Hospital,"# 11, Pillana Garden 3Rd Stage 3Rd Stage",560045,080-25462301
HOS-BLR-6074,Deepashri Hospital (A Unit Of Cadms Trust),#86. 2Nd Main 16Th Cross Malagala Nagarabhavi 2Nd Stage,560072,080-23186186
HOS-BLR-6035,Vasan Eye Care Hospital Jayanagar,"4Th Block, Diagonal Rd, Jayanagar IV Block, Bangalore 560011, Karnataka",560011,080-39890500
HOS-BLR-7433,Citi Hospital,"Gandhi Circle, Vartur,",560087,080-28538330
HOS-BLR-7510,Spandana Hospital And Medical Centre,"No. 206, 1St Main Road, Akallappa Layout, Rammurthynagar",560016,080-42049280
HOS-BLR-7513,Nandana Health Care Services(India) Pvt. Ltd,"#320/C, 321/A, 1St Stage, 2Nd Phase, Woc Road Manjunath Nagar",560010,080-23500254
HOS-BLR-7532,K.L. Hospitals Pvt Ltd,"#53, Kalkere Main Road, Kowdenahalli Ext, Ramurthy Nagar",560016,080-49689911
HOS-BLR-7528,Brinda Hospital,"No-4, 5Th Block, 2Nd Stage, Bagarbhavi",560072,080-23810101
HOS-BLR-7534,Sharada Nursing And Diagnostic Centre,No.21 Iti Layout Vijinapura Baangalore,560016,080-25661461
HOS-BLR-7664,Isis Medicare And Research Centre,"#18, Universal House, Bellary Road, Sadashivanagar",560080,080-49004900
HOS-BLR-7672,Dr Sailaja'S Super Speciality Eye Hospital,"No. 21,22, 1St Floor Horamavu Main Road",560043,080-42177555
HOS-BLR-7678,Sakra World Hospital,"52/2 & 52/3, Devarabeesanahalli, Varthur Hobli, Opp Intel, Outer Ring Road Marathahalli",560103,080-49694969
HOS-BLR-7680,The Eye Foundation Ltd,"79/5, Outer Ring Road, Bellandur",560103,080-49422000
HOS-BLR-7688,BGS GIMS Hospital,"#67, Uttarahalli Main Road, Kengeri",560060,080-28611658
HOS-BLR-7692,Athreya Hospital,"6/2, Opp. Suryanagara, Phase-1, Chandapura",560081,080-27832783
HOS-BLR-7706,Apurva Mother & Child Hospital,"#1002/D, B.B. Road,Yelahanka Old Town",560064,080-28460098
HOS-BLR-7707,Annayya Healthcare Pvt Ltd,"#14,14Th Main, Hsr 5Th Sector, Koramangala",560102,080-40928686
HOS-BLR-7716,Global Multispeciality Hospitals India Pvt Ltd,"3Rd Cross, Matadakani, Urwa, Dakishina Kannada Distict",575006,0824-2457788
HOS-BLR-7676,Specialist Health Systems Pvt Ltd,"#216, 7th Main, 80 Feet Road, 1st Block,",560043,080-42122222
HOS-BLR-013410,Drishti Eye Hospital,"1St Floor,Ncm Complex,B.B.Road,Devanahalli",562110,080-27683838
HOS-BLR-013459,Ovum Hospitals - A Unit Of Neonatal Care And Research Institute Pvt Ltd.,"7M, 220, El Shaddai, 1St Block,  Hrbr Layout, 80 Feet Road, Banaswadi",560043,080-45309999
HOS-BLR-013460,Oases Artificial Kidney Care Pvt. Ltd.,"54-E, Kalkere Main Road, Ramamurthy Nagar",560016,080-42199333
HOS-BLR-013466,People Tree Hospitals,"#2, Tumkur Road",560022,080-49599999
HOS-BLR-013467,Dr.Bhargavi Reddy Women And Children Hospital,"#79,New Thippasandra Main Road,3Rd Stage 80Ft Road, Indranagar",560075,080-25254444
HOS-BLR-013148,Promed Hospital ( A Unit Of Fine Feathers Hospital Pvt. Ltd),"#3781, 13Th Cross, Banashankari Second Stage",560070,080-26718403
HOS-BLR-013463,Columbia Asia Hospital - Whitefield,"Survey No. 10P&12P, Ramagondanahalli, Whitefield",560066,080-61656666
HOS-BLR-013482,Devagiri Hospital,"#2461, 24Th Cross,",560070,080-26980555
HOS-BLR-013483,Medstar Speciality Hospital,"No-2270, Maruthi Plaza, Kodigehalli Main Road,",560092,080-41127524
HOS-BLR-013486,Family Hospital (A Unit Of Family Healthcare Provider Pvt. Ltd),"#423/2, 1St Main, 1St Stage, 1St Phase,",560054,080-23378885
HOS-BLR-013497,Abhishek Nethradhama,"Hig-2024, 3Rd B Cross, 'B' Sector, Icici Bank Road",560064,080-40933219
